codice_istat,forza_lavoro,occupazione
23040,0.5705852417302799,0.9414912593649661
65025,0.48482266482053465,0.8455623901581723
107010,0.4967897271268058,0.7108239095315024
60075,0.46562067374250116,0.7948463825569871
24075,0.5339985218033999,0.9501730103806229
66060,0.39059304703476483,0.9476439790575916
85005,0.3861490031479538,0.7563405797101449
6165,0.4411473788328388,0.9394618834080718
2070,0.5666003976143141,0.9122807017543859
21015,0.6256057526965765,0.9782608695652174
28080,0.572396694214876,0.9428241409182789
22050,0.5700598802395209,0.9564075630252101
64035,0.4314852054007469,0.8521970705725699
106020,0.4453125,0.7543859649122807
79110,0.4273743016759777,0.8235294117647058
98055,0.6190657045195594,0.9343558282208589
4140,0.5271370420624152,0.9794079794079794
23085,0.5092731829573934,0.9458661417322834
42030,0.5762771787166343,0.9325153374233128
84015,0.36023054755043227,0.8631111111111112
1080,0.4481132075471698,0.9105263157894737
66105,0.478494623655914,0.9325842696629213
62010,0.40185830429732866,0.9364161849710982
2115,0.5047846889952153,0.8767772511848341
21060,0.6302435723951285,0.97638217928073
40005,0.5475177304964539,0.939119170984456
43020,0.5304347826086957,0.8852459016393442
57015,0.4044943820224719,0.9123931623931624
71010,0.48632218844984804,0.868359375
108045,0.531882225433526,0.9339446425539141
41040,0.520397489539749,0.928643216080402
83025,0.44100636205899363,0.8734426229508196
4185,0.5389830508474577,0.954177897574124
19035,0.508236267144531,0.933211282885815
61020,0.4639020734449163,0.6828217555196554
103005,0.4631578947368421,0.9090909090909091
1125,0.4960580713392943,0.9054171915883322
20070,0.5683603141529091,0.9467005076142132
39015,0.5560492829731367,0.9611333091173265
62055,0.5375,0.6837209302325581
53010,0.4810789577059055,0.9183451279259662
67005,0.5461982675649664,0.8828193832599119
21105,0.6510791366906474,0.9447513812154696
40050,0.512112676056338,0.9647964796479648
82035,0.45848257896450667,0.709280303030303
22140,0.535958904109589,0.9680511182108626
18045,0.5204081632653061,0.9103641456582633
60030,0.4418604651162791,0.7956656346749226
102015,0.4974582425562818,0.8525547445255475
4230,0.5868945868945868,0.9805825242718447
19080,0.5433333333333333,0.934560327198364
61065,0.5211360634081902,0.6856780735107731
80010,0.37702265372168287,0.8776824034334764
58050,0.5538729809104258,0.8555095277547639
95085,0.371900826446281,0.7833333333333333
1170,0.5393537696768849,0.9493087557603687
16020,0.5416892257715213,0.9405297351324338
58005,0.5362225926400821,0.8929937828790052
17055,0.5238497256226256,0.9572925060435133
82080,0.4187564410855376,0.7424118129614438
101025,0.4521276595744681,0.763894523326572
65115,0.4753541076487252,0.8283671036948749
22185,0.4846093133385951,0.9527687296416938
18090,0.48024316109422494,0.9620253164556962
37035,0.594874518656221,0.9276785714285715
79020,0.42203742203742206,0.7832512315270936
17010,0.47027972027972026,0.9653035935563816
54045,0.47010309278350515,0.8947368421052632
80055,0.44801762114537447,0.8938053097345132
1215,0.5831691528285956,0.9314671814671814
16065,0.4741666666666667,0.945518453427065
35010,0.5845086705202313,0.9256329113924051
103050,0.5329293224299065,0.9154678723112755
17100,0.4994511525795829,0.9230769230769231
36045,0.5602329133256968,0.9536547963878003
78030,0.4635436343029845,0.7440912795436023
13005,0.5820295037997317,0.9370199692780338
18135,0.5419044758185642,0.9517738359201774
14040,0.5521405049396267,0.9721669980119284
79065,0.3793706293706294,0.9124423963133641
98010,0.5218677042801556,0.9424396063226961
57060,0.4420226678291194,0.8678500986193294
76005,0.4703891708967851,0.7446043165467626
1260,0.5570422535211268,0.927307206068268
16110,0.47547683923705725,0.9054441260744985
12015,0.5435559219565815,0.9266936299292214
69075,0.4324090121317158,0.9478957915831663
83070,0.3903448275862069,0.8268551236749117
17145,0.5568609022556391,0.9510548523206751
13050,0.49728260869565216,0.9508196721311475
78075,0.518257527226137,0.7911001236093943
97020,0.5210033242671502,0.929814385150812
18180,0.5419903810580836,0.9262798634812287
33030,0.333955223880597,0.9385474860335196
75015,0.4368517388651617,0.8093575418994413
11025,0.41134751773049644,0.9344827586206896
76050,0.453091684434968,0.8552941176470589
65070,0.4147325933400605,0.8077858880778589
56025,0.5097932535364527,0.8665955176093917
1305,0.49889380530973454,0.9135254988913526
16155,0.570874365860937,0.9487715629900679
12060,0.5488815244407622,0.9184905660377358
31005,0.5201054713249835,0.9467680608365019
96030,0.4852941176470588,0.9090909090909091
20025,0.4868913857677903,0.9548076923076924
17190,0.5450719822812846,0.9126371393742381
13095,0.5139730991706739,0.9322033898305084
78120,0.3702064896755162,0.8685258964143426
97065,0.5677811550151975,0.9464668094218416
10035,0.5027506112469438,0.931306990881459
52020,0.5275843599357257,0.9527918781725888
94005,0.4945736434108527,0.8714733542319749
38025,0.5171722953634803,0.9579413392363033
75060,0.3904382470119522,0.8486394557823129
15165,0.5685645549318364,0.9280677009873061
30015,0.5227900552486188,0.9498018494055482
95040,0.41025641025641024,0.7321428571428571
16200,0.5075445816186557,0.95
12105,0.5452830188679245,0.9480968858131488
8010,0.46064516129032257,0.9019607843137255
96075,0.4709418837675351,0.8723404255319149
24120,0.6044444444444445,0.9485294117647058
9045,0.5540438397581254,0.9454297407912687
51030,0.5161634103019538,0.9291121816930489
93015,0.5163472378804961,0.9366812227074236
34020,0.5747544963036522,0.9364561336148973
48015,0.5153002781868761,0.9439504604636393
29025,0.4850669412976313,0.9320594479830149
94050,0.41088631984585744,0.861664712778429
15210,0.6102231102231103,0.9394270122783083
30060,0.5613910574875799,0.943109987357775
49005,0.5467032967032966,0.9396984924623115
1035,0.5273567942460827,0.936678032148076
16245,0.5948464114135973,0.9395496818404308
8055,0.47249735251977826,0.8957591738079543
76095,0.4959884001933301,0.7871759890859482
13185,0.49592391304347827,0.936986301369863
28035,0.5274332562539416,0.9386209645277003
70020,0.44733044733044736,0.9032258064516129
7020,0.5278230500582072,0.9453021614468461
6030,0.5354767184035477,0.9399585921325052
71055,0.46370683579985905,0.8763931104356636
2025,0.5253456221198156,0.9473684210526315
7065,0.5349914654962205,0.9348222424794895
30105,0.4943231441048035,0.9257950530035336
26010,0.5987674700121052,0.9406359125160816
58095,0.41899852724594994,0.9332161687170475
63045,0.46677929869323864,0.6656079184517654
4005,0.49038461538461536,0.9803921568627451
92070,0.5078635373820469,0.8108623153882801
63090,0.46621329879101897,0.7510997916184302
5040,0.5452881976212259,0.959731543624161
70065,0.5215918712955123,0.836038961038961
89010,0.3600581765294064,0.7265841959101237
6075,0.49802816901408453,0.9490950226244343
25020,0.5404832556167868,0.9545098039215686
90045,0.4482477587612062,0.8527272727272728
26055,0.5875440658049353,0.9364761904761905
68040,0.4029574861367837,0.8899082568807339
4050,0.5,0.9815950920245399
46035,0.438984438984439,0.9253731343283582
22095,0.49342770475227504,0.9682377049180327
5085,0.5675675675675675,0.9142857142857143
24030,0.5461401952085182,0.9203899268887084
66015,0.41581632653061223,0.8957055214723927
64080,0.47107438016528924,0.8301754385964912
69030,0.47093023255813954,0.9395061728395062
6120,0.49503311258278143,0.9130434782608695
25065,0.5241691842900302,0.9438040345821326
44010,0.5029644268774703,0.9115913555992141
109035,0.5529953917050692,0.9083333333333333
3060,0.5558312655086849,0.8824404761904762
22005,0.5653669724770642,0.9513184584178499
87030,0.5170804158709951,0.7638489946655724
92115,0.41391509433962265,0.8176638176638177
4095,0.4467871485943775,0.9483146067415731
4096,0.5986811116344795,0.953579858379229
23041,0.587495508444125,0.9333333333333333
65026,0.4256120527306968,0.9070796460176991
107011,0.5025830258302583,0.7694566813509545
60076,0.4938212927756654,0.7791145332050048
24076,0.43703703703703706,0.9389830508474576
43021,0.491025641025641,0.9451697127937336
85006,0.41466083150984684,0.8199208443271768
6166,0.47,0.9432624113475178
2071,0.503997936548878,0.9181166837256909
21016,0.6314338235294118,0.9919941775836972
63001,0.4771454909278953,0.7299971727452643
3106,0.5286731697438147,0.9051480133648301
22051,0.555952380952381,0.9721627408993576
64036,0.44239338001273076,0.8683453237410071
106021,0.40536277602523657,0.8871595330739299
28081,0.5471414242728184,0.9486709440879927
65116,0.4588352550994106,0.824238792554586
4141,0.5100401606425703,0.889763779527559
23086,0.5337919870497774,0.9666413949962093
65071,0.40451467268623026,0.8895089285714286
84016,0.41603053435114506,0.8287461773700305
75016,0.4692465988338859,0.7834084541357047
24121,0.5231884057971015,0.9307479224376731
20026,0.5501397428731135,0.9500101605364764
62011,0.4470588235294118,0.8601108033240997
2116,0.5242718446601942,0.9056437389770723
21061,0.5755490870600688,0.9774712643678161
63046,0.46961407659322785,0.878463476070529
1036,0.4975845410628019,0.9466019417475728
66061,0.4873096446700508,0.8333333333333334
22096,0.5295698924731183,0.949238578680203
18001,0.5729032258064516,0.8986486486486487
83026,0.43215339233038347,0.8976109215017065
71011,0.3874458874458874,0.7849162011173184
108046,0.5062597809076682,0.9375579598145286
4186,0.43333333333333335,0.9615384615384616
19036,0.508959349593496,0.9264560237692087
61021,0.47218533274310165,0.768125
103006,0.4951219512195122,0.9556650246305419
1126,0.5803631472763954,0.9258400926998841
62056,0.4484629294755877,0.8830645161290323
81001,0.4488961358283511,0.8202836715867159
39016,0.5387902383439369,0.9536482199506521
21106,0.6347049689440993,0.9834862385321101
53011,0.5254553674293798,0.9149621159557048
82036,0.40799870988550235,0.8845849802371542
90046,0.4740415335463259,0.8045492839090144
18046,0.6300632170451885,0.9386845039018952
83071,0.40487804878048783,0.8554216867469879
102016,0.4872579001019368,0.856694560669456
95086,0.35365853658536583,0.8620689655172413
4231,0.6127946127946128,0.967032967032967
19081,0.5258010118043844,0.9512508017960231
38026,0.4964859437751004,0.9271991911021233
103051,0.5449265459514862,0.9398119122257054
30061,0.499009900990099,0.9126984126984127
44056,0.5230769230769231,0.8725490196078431
1171,0.528753337440953,0.9035735094193047
16021,0.6092990978487162,0.9498861047835991
58006,0.4733009708737864,0.9102564102564102
17056,0.5527666856816885,0.9091847265221878
82081,0.3985890652557319,0.8141592920353983
101026,0.3619631901840491,0.9694915254237289
22186,0.5849209566274828,0.9535689535689535
18091,0.45879732739420936,0.9660194174757282
37036,0.5548780487804879,0.9372056514913658
26056,0.5419508326724821,0.9376646180860404
63091,0.44571956206305235,0.7315773897602841
31006,0.5203499429440852,0.9137426900584795
45001,0.5164480322906155,0.9214536928487691
57016,0.5001657275439177,0.8863485752153745
99001,0.560781060557718,0.9119253527537551
1216,0.5211328976034858,0.9138795986622074
16066,0.6330183988065639,0.9261586802827966
35011,0.5343137254901961,0.9551478083588175
17101,0.49826509368494104,0.9415041782729805
36046,0.5606148212392792,0.9308122045552213
78031,0.5091371732593106,0.8332576101771921
1081,0.5291666666666667,0.8910761154855643
18136,0.4878993223620523,0.9265873015873016
14041,0.49571603427172584,0.928395061728395
56026,0.42511752854264606,0.8751974723538705
98011,0.5166780122532335,0.9367588932806324
15076,0.5861184716642448,0.9215400320840017
57061,0.4148550724637681,0.9082969432314411
76006,0.46937519236688213,0.8747540983606558
64081,0.42773722627737226,0.8088737201365188
16111,0.5128610108303249,0.9203695556533216
58096,0.504835589941973,0.8796934865900383
54001,0.5203111858704794,0.9310595651822516
9001,0.4644636502287748,0.9433012259194395
92116,0.4334442595673877,0.800383877159309
17146,0.548721071863581,0.9317425083240843
60031,0.4511494252873563,0.8057324840764332
78076,0.5150454863540938,0.8349184782608695
97021,0.528775209050664,0.9590697674418605
18181,0.5907305577376276,0.9162234042553191
33031,0.3641160949868074,0.9420289855072463
98056,0.585108461989447,0.9408817635270541
11026,0.5130625969994826,0.9289135366775901
76051,0.3863485752153744,0.8524871355060034
1306,0.4726522187822497,0.9410480349344978
42031,0.5233918128654971,0.9441340782122905
